User ID,Day Of Week,,Show,Season,Episode,Time Watched,Gender,Completed,Time of Day,,,
36379,2019/2/12,Tuesday,Stranger Things,2,5,47,Male,1,0,,,
16969,2019/2/11,Monday,Stranger Things,2,2,29,Female,0,0,,,
71278,2019/2/11,Monday,Stranger Things,1,7,53,Male,1,0,,,
19951,2019/2/12,Tuesday,Stranger Things,2,6,42,Female,1,0,,,
52543,2019/2/9,Saturday,Stranger Things,1,2,9,Male,0,0,,,
25691,2019/2/11,Monday,Stranger Things,1,8,19,Male,0,0,,,
124864,2019/2/10,Sunday,Stranger Things,2,4,30,Male,1,0,,,
56779,2019/2/11,Monday,Stranger Things,1,7,12,Female,0,0,,,
96712,2019/2/9,Saturday,Stranger Things,1,1,27,Female,0,1,,,
36839,2019/2/10,Sunday,Stranger Things,1,8,16,Male,0,1,,,
15923,2019/2/9,Saturday,Stranger Things,1,2,26,Male,0,0,,,
37140,2019/2/9,Saturday,Stranger Things,2,5,55,Female,1,0,,,
25199,2019/2/12,Tuesday,Stranger Things,2,3,58,,1,1,,,
93520,2019/2/10,Sunday,Stranger Things,1,1,56,,1,0,,,
40484,2019/2/9,Saturday,Stranger Things,2,1,8,,0,0,,,
72129,2019/2/10,Sunday,Stranger Things,2,10,13,,0,0,,,
70414,2019/2/11,Monday,Stranger Things,2,3,57,,1,1,,,
103181,2019/2/10,Sunday,Stranger Things,2,2,16,,0,1,,,
122977,2019/2/10,Sunday,Stranger Things,2,6,30,,1,1,,,
78689,2019/2/12,Tuesday,Stranger Things,1,2,7,,0,1,,,
4245,2019/2/11,Monday,Stranger Things,1,5,3,,0,1,,,
18569,2019/2/12,Tuesday,Stranger Things,1,7,56,,1,1,,,
37363,2019/2/12,Tuesday,Stranger Things,2,3,53,,1,0,,,
69573,2019/2/10,Sunday,Stranger Things,1,2,10,,0,0,,,
102845,2019/2/12,Tuesday,Stranger Things,1,6,46,,1,0,,,
93041,2019/2/11,Monday,Stranger Things,1,4,60,,1,1,,,
93201,2019/2/9,Saturday,Stranger Things,1,9,6,,0,0,,,
28005,2019/2/11,Monday,Stranger Things,2,7,52,,1,1,,,
30596,2019/2/12,Tuesday,Stranger Things,1,1,60,,1,0,,,
94343,2019/2/10,Sunday,Stranger Things,2,8,16,,0,0,,,
91289,2019/2/10,Sunday,Stranger Things,1,3,40,,1,1,,,
42943,2019/2/10,Sunday,Stranger Things,2,6,18,,0,1,,,
53424,2019/2/9,Saturday,Stranger Things,2,3,56,,1,0,,,
118891,2019/2/11,Monday,Stranger Things,2,8,45,,1,0,,,
84140,2019/2/10,Sunday,Stranger Things,2,7,45,,1,1,,,
113378,2019/2/12,Tuesday,Stranger Things,2,8,4,,0,0,,,
92209,2019/2/10,Sunday,Stranger Things,1,4,18,,0,0,,,
40600,2019/2/10,Sunday,Stranger Things,1,7,35,,1,1,,,
59937,2019/2/9,Saturday,Stranger Things,2,9,44,,1,0,,,
57260,2019/2/11,Monday,Stranger Things,2,9,42,,1,1,,,
75418,2019/2/11,Monday,Stranger Things,2,1,50,,1,0,,,
48470,2019/2/10,Sunday,Stranger Things,1,5,51,,1,0,,,
90604,2019/2/9,Saturday,Stranger Things,1,3,12,,0,1,,,
1559,2019/2/10,Sunday,Stranger Things,1,1,5,,0,1,,,
24471,2019/2/10,Sunday,Stranger Things,2,2,23,,0,1,,,
82995,2019/2/11,Monday,Stranger Things,1,6,1,,0,1,,,
18030,2019/2/11,Monday,Stranger Things,2,9,31,,1,0,,,
51497,2019/2/9,Saturday,Stranger Things,1,8,46,,1,1,,,
67066,2019/2/11,Monday,Stranger Things,2,1,14,,0,0,,,
59067,2019/2/11,Monday,Stranger Things,1,4,5,,0,0,,,
112605,2019/2/11,Monday,Stranger Things,1,7,41,,1,0,,,
71031,2019/2/9,Saturday,Stranger Things,2,2,51,,1,0,,,
63959,2019/2/12,Tuesday,Stranger Things,2,4,21,,0,1,,,
118219,2019/2/10,Sunday,Stranger Things,2,6,32,,1,1,,,
118831,2019/2/12,Tuesday,Stranger Things,1,1,3,,0,1,,,
14466,2019/2/12,Tuesday,Stranger Things,2,4,45,,1,1,,,
94081,2019/2/9,Saturday,Stranger Things,1,4,1,,0,0,,,
115105,2019/2/12,Tuesday,Stranger Things,2,9,47,,1,1,,,
73640,2019/2/11,Monday,Stranger Things,2,7,60,,1,1,,,
21877,2019/2/11,Monday,Stranger Things,2,6,42,,1,1,,,
82242,2019/2/12,Tuesday,Stranger Things,1,6,60,,1,0,,,
88243,2019/2/12,Tuesday,Stranger Things,1,8,54,,1,1,,,
84972,2019/2/12,Tuesday,Stranger Things,2,7,19,,0,1,,,
34108,2019/2/9,Saturday,Stranger Things,2,6,40,,1,1,,,
48693,2019/2/11,Monday,Stranger Things,2,8,30,,1,0,,,
58466,2019/2/12,Tuesday,Stranger Things,2,2,16,,0,1,,,
15381,2019/2/12,Tuesday,Stranger Things,1,10,23,,0,0,,,
97366,2019/2/12,Tuesday,Stranger Things,2,1,20,,0,1,,,
43106,2019/2/9,Saturday,Stranger Things,1,7,46,,1,0,,,
82329,2019/2/12,Tuesday,Stranger Things,1,2,52,,1,0,,,
65444,2019/2/10,Sunday,Stranger Things,1,1,51,,1,1,,,
111972,2019/2/12,Tuesday,Stranger Things,2,6,41,,1,1,,,
53812,2019/2/10,Sunday,Stranger Things,1,5,14,,0,1,,,
612,2019/2/12,Tuesday,Stranger Things,1,5,11,,0,1,,,
110207,2019/2/9,Saturday,Stranger Things,2,5,1,,0,0,,,
41401,2019/2/12,Tuesday,Stranger Things,1,2,54,,1,1,,,
67968,2019/2/10,Sunday,Stranger Things,2,5,10,,0,0,,,
79947,2019/2/11,Monday,Stranger Things,1,5,44,,1,0,,,
94745,2019/2/12,Tuesday,Stranger Things,1,7,60,,1,0,,,
110119,2019/2/9,Saturday,Stranger Things,2,7,24,,0,1,,,
105748,2019/2/11,Monday,Stranger Things,2,6,42,,1,1,,,
67709,2019/2/10,Sunday,Stranger Things,2,4,6,,0,0,,,
72893,2019/2/11,Monday,Stranger Things,2,2,16,,0,1,,,
17776,2019/2/12,Tuesday,Stranger Things,1,8,23,,0,0,,,
12872,2019/2/10,Sunday,Stranger Things,2,2,58,,1,0,,,
14369,2019/2/11,Monday,Stranger Things,2,10,37,,1,0,,,
111813,2019/2/10,Sunday,Stranger Things,2,1,7,,0,0,,,
17309,2019/2/9,Saturday,Stranger Things,1,7,42,,1,0,,,
84168,2019/2/9,Saturday,Stranger Things,1,4,6,,0,1,,,
91290,2019/2/10,Sunday,Stranger Things,2,1,59,,1,0,,,
77391,2019/2/11,Monday,Stranger Things,1,7,17,,0,0,,,
80752,2019/2/10,Sunday,Stranger Things,1,9,18,,0,1,,,
25817,2019/2/11,Monday,Stranger Things,2,6,52,,1,1,,,
95312,2019/2/9,Saturday,Stranger Things,1,5,12,Male,0,0,,,
11080,2019/2/12,Tuesday,Stranger Things,1,10,23,Male,0,1,,,
75059,2019/2/10,Sunday,Stranger Things,1,7,52,Male,1,1,,,
22728,2019/2/9,Saturday,Stranger Things,2,8,9,Male,0,1,,,
56670,2019/2/11,Monday,Stranger Things,2,3,24,Female,0,1,,,
95235,2019/2/11,Monday,Stranger Things,2,3,59,Male,1,1,,,
30943,2019/2/12,Tuesday,Stranger Things,2,2,4,Female,0,0,,,
31889,2019/2/9,Saturday,Stranger Things,2,2,14,Male,0,0,,,
889,2019/2/10,Sunday,Stranger Things,1,10,34,Male,1,0,,,
124071,2019/2/12,Tuesday,Stranger Things,2,5,57,Male,1,0,,,
11622,2019/2/9,Saturday,Stranger Things,1,6,40,Male,1,1,,,
104176,2019/2/12,Tuesday,Stranger Things,2,6,6,Female,0,0,,,
103218,2019/2/9,Saturday,Stranger Things,2,2,16,Male,0,0,,,
62357,2019/2/9,Saturday,Stranger Things,1,8,58,Female,1,1,,,
44626,2019/2/9,Saturday,Stranger Things,2,2,58,Male,1,1,,,
45068,2019/2/10,Sunday,Stranger Things,2,6,2,Female,0,0,,,
26577,2019/2/11,Monday,Stranger Things,2,9,1,Male,0,1,,,
11115,2019/2/9,Saturday,Stranger Things,2,6,5,Female,0,0,,,
80602,2019/2/10,Sunday,Stranger Things,2,10,21,Male,0,1,,,
31511,2019/2/12,Tuesday,Stranger Things,1,8,21,Male,0,1,,,
104782,2019/2/11,Monday,Stranger Things,1,9,39,Female,1,0,,,
43174,2019/2/9,Saturday,Stranger Things,1,9,6,Male,0,0,,,
57213,2019/2/9,Saturday,Stranger Things,1,4,59,Male,1,1,,,
31291,2019/2/9,Saturday,Stranger Things,2,1,20,Female,0,0,,,
111556,2019/2/9,Saturday,Stranger Things,2,8,47,Female,1,0,,,
121087,2019/2/11,Monday,Stranger Things,1,3,48,Male,1,1,,,
95913,2019/2/12,Tuesday,Stranger Things,2,2,41,Female,1,1,,,
122496,2019/2/11,Monday,Stranger Things,2,9,51,Female,1,1,,,
56815,2019/2/10,Sunday,Stranger Things,2,10,57,Female,1,0,,,
4331,2019/2/11,Monday,Stranger Things,2,1,57,Male,1,1,,,
121877,2019/2/12,Tuesday,Stranger Things,1,6,9,Female,0,1,,,
78423,2019/2/12,Tuesday,Stranger Things,1,5,30,Male,1,1,,,
83906,2019/2/12,Tuesday,Stranger Things,1,8,52,Male,1,0,,,
124465,2019/2/9,Saturday,Stranger Things,2,6,24,Female,0,1,,,
61650,2019/2/12,Tuesday,Stranger Things,2,7,57,Male,1,0,,,
103919,2019/2/12,Tuesday,Stranger Things,1,10,26,Female,0,0,,,
104209,2019/2/9,Saturday,Stranger Things,2,9,50,Male,1,1,,,
119463,2019/2/10,Sunday,Stranger Things,1,2,41,Female,1,0,,,
54268,2019/2/9,Saturday,Stranger Things,2,9,14,Female,0,1,,,
121633,2019/2/11,Monday,Stranger Things,2,2,35,Male,1,1,,,
8465,2019/2/10,Sunday,Stranger Things,1,7,55,Female,1,0,,,
54313,2019/2/12,Tuesday,Stranger Things,2,4,45,Male,1,0,,,
45732,2019/2/10,Sunday,Stranger Things,2,1,24,Female,0,0,,,
32839,2019/2/9,Saturday,Stranger Things,1,3,29,Female,0,0,,,
19450,2019/2/11,Monday,Stranger Things,1,2,57,Female,1,0,,,
32189,2019/2/9,Saturday,Stranger Things,2,3,23,Female,0,0,,,
108141,2019/2/9,Saturday,Stranger Things,1,3,30,Male,1,1,,,
25427,2019/2/10,Sunday,Stranger Things,1,10,15,Female,0,1,,,
62104,2019/2/12,Tuesday,Stranger Things,1,9,45,Male,1,0,,,
23546,2019/2/11,Monday,Stranger Things,1,9,158,Male,1,0,,,
43379,2019/2/9,Saturday,Stranger Things,2,8,29,Female,0,0,,,
17481,2019/2/9,Saturday,Stranger Things,2,6,28,Male,0,0,,,
37543,2019/2/11,Monday,Stranger Things,1,4,26,Female,0,1,,,
15131,2019/2/12,Tuesday,Stranger Things,2,5,57,Female,1,0,,,
119829,2019/2/11,Monday,Stranger Things,2,6,44,Male,1,0,,,
25907,2019/2/11,Monday,Stranger Things,2,5,10,Female,0,1,,,
102473,2019/2/10,Sunday,Stranger Things,1,4,7,Male,0,0,,,
95034,2019/2/11,Monday,Stranger Things,1,7,23,Male,0,0,,,
68335,2019/2/10,Sunday,Stranger Things,2,1,25,Female,0,1,,,
19652,2019/2/9,Saturday,Stranger Things,2,2,13,Male,0,1,,,
119958,2019/2/9,Saturday,Stranger Things,1,4,60,Male,1,0,,,
18569,2019/2/10,Sunday,Stranger Things,1,7,30,Male,1,0,,,
118685,2019/2/9,Saturday,Stranger Things,1,6,9,Male,0,1,,,
17827,2019/2/12,Tuesday,Stranger Things,1,5,46,Male,1,1,,,
91533,2019/2/12,Tuesday,Stranger Things,1,8,16,Male,0,1,,,
122980,2019/2/11,Monday,Stranger Things,2,1,34,Female,1,1,,,
93233,2019/2/12,Tuesday,Stranger Things,2,4,18,Male,0,0,,,
52405,2019/2/9,Saturday,Stranger Things,1,3,53,Male,1,1,,,
95894,2019/2/11,Monday,Stranger Things,2,10,34,Male,1,0,,,
25959,2019/2/9,Saturday,Stranger Things,2,2,28,Female,0,1,,,
90271,2019/2/9,Saturday,Stranger Things,2,2,8,Female,0,1,,,
35197,2019/2/11,Monday,Stranger Things,2,9,25,Female,0,1,,,
33664,2019/2/10,Sunday,Stranger Things,1,2,55,Male,1,1,,,
93273,2019/2/12,Tuesday,Stranger Things,2,10,47,Male,1,1,,,
67392,2019/2/9,Saturday,Stranger Things,1,10,6,Male,0,1,,,
431,2019/2/12,Tuesday,Stranger Things,2,6,52,Male,1,0,,,
63383,2019/2/11,Monday,Stranger Things,2,5,55,Female,1,1,,,
10401,2019/2/11,Monday,Stranger Things,2,1,8,Male,0,1,,,
41559,2019/2/11,Monday,Stranger Things,1,1,10,Female,0,1,,,
34198,2019/2/10,Sunday,Stranger Things,2,10,4,Female,0,0,,,
39545,2019/2/10,Sunday,Stranger Things,1,8,52,Male,1,0,,,
11027,2019/2/11,Monday,Stranger Things,2,4,50,Female,1,0,,,
49656,2019/2/10,Sunday,Stranger Things,2,8,27,Male,0,0,,,
71664,2019/2/12,Tuesday,Stranger Things,1,2,15,Female,0,1,,,
56368,2019/2/10,Sunday,Stranger Things,2,5,32,Male,1,0,,,
52155,2019/2/9,Saturday,Stranger Things,1,1,19,Female,0,1,,,
102894,2019/2/11,Monday,Stranger Things,2,10,20,Male,0,0,,,
38671,2019/2/9,Saturday,Stranger Things,1,9,37,Female,1,1,,,
52682,2019/2/12,Tuesday,Stranger Things,2,6,57,Male,1,1,,,
21487,2019/2/9,Saturday,Stranger Things,2,8,10,Male,0,1,,,
74308,2019/2/12,Tuesday,Stranger Things,1,9,18,Male,0,0,,,
36094,2019/2/9,Saturday,Stranger Things,1,4,35,Male,1,1,,,
100134,2019/2/11,Monday,Stranger Things,2,9,18,Male,0,0,,,
124472,2019/2/10,Sunday,Stranger Things,1,3,2,Female,0,1,,,
61326,2019/2/12,Tuesday,Stranger Things,2,7,21,Female,0,0,,,
63690,2019/2/11,Monday,Stranger Things,1,2,23,Female,0,1,,,
70443,2019/2/10,Sunday,Stranger Things,2,2,15,Female,0,0,,,
119035,2019/2/11,Monday,Stranger Things,2,5,46,Male,1,0,,,
34028,2019/2/11,Monday,Stranger Things,1,8,39,Male,1,0,,,
2075,2019/2/12,Tuesday,Stranger Things,2,9,11,Male,0,1,,,
113016,2019/2/11,Monday,Stranger Things,2,4,27,Female,0,0,,,
111074,2019/2/12,Tuesday,Stranger Things,1,6,3,Female,0,1,,,
43731,2019/2/11,Monday,Stranger Things,2,2,2,Male,0,0,,,
54044,2019/2/10,Sunday,Stranger Things,2,9,34,Female,1,0,,,
38897,2019/2/10,Sunday,Stranger Things,1,7,15,Female,0,0,,,
79197,2019/2/11,Monday,Stranger Things,2,4,57,Female,1,0,,,
11866,2019/2/10,Sunday,Stranger Things,2,9,32,Female,1,0,,,
45727,2019/2/9,Saturday,Stranger Things,2,7,57,Female,1,0,,,
84267,2019/2/11,Monday,Stranger Things,2,8,27,Female,0,1,,,
13430,2019/2/9,Saturday,Stranger Things,1,5,19,Male,0,1,,,
42313,2019/2/11,Monday,Stranger Things,2,8,14,Male,0,1,,,
61685,2019/2/12,Tuesday,Stranger Things,1,8,12,Female,0,1,,,
42519,2019/2/12,Tuesday,Stranger Things,1,10,7,Male,0,1,,,
113670,2019/2/11,Monday,Stranger Things,2,5,28,Male,0,0,,,
20388,2019/2/12,Tuesday,Stranger Things,1,7,44,Female,1,1,,,
56632,2019/2/10,Sunday,Stranger Things,2,6,33,Male,1,1,,,
25530,2019/2/9,Saturday,Stranger Things,1,2,55,Male,1,0,,,
71706,2019/2/10,Sunday,Stranger Things,2,1,37,Female,1,1,,,
15516,2019/2/11,Monday,Stranger Things,2,3,30,Female,1,0,,,
48886,2019/2/12,Tuesday,Stranger Things,2,1,15,Male,0,1,,,
120654,2019/2/11,Monday,Stranger Things,2,8,32,Female,1,0,,,
13927,2019/2/9,Saturday,Stranger Things,1,9,4,Male,0,0,,,
99389,2019/2/9,Saturday,Stranger Things,1,6,41,Male,1,1,,,
77370,2019/2/9,Saturday,Stranger Things,2,5,23,Male,0,0,,,
117276,2019/2/9,Saturday,Stranger Things,2,1,50,Male,1,1,,,
12285,2019/2/12,Tuesday,Stranger Things,2,10,37,Female,1,1,,,
95509,2019/2/12,Tuesday,Stranger Things,2,2,20,Male,0,1,,,
17773,2019/2/12,Tuesday,Stranger Things,1,5,10,Female,0,0,,,
11158,2019/2/11,Monday,Stranger Things,1,5,20,Male,0,1,,,
32766,2019/2/10,Sunday,Stranger Things,1,7,6,Female,0,1,,,
93297,2019/2/10,Sunday,Stranger Things,1,1,49,Male,1,1,,,
56778,2019/2/10,Sunday,Stranger Things,2,2,13,Male,0,1,,,
37343,2019/2/12,Tuesday,Stranger Things,2,4,30,Male,1,1,,,
48660,2019/2/9,Saturday,Stranger Things,2,2,36,Female,1,0,,,
52794,2019/2/12,Tuesday,Stranger Things,1,8,31,Female,1,1,,,
36317,2019/2/11,Monday,Stranger Things,2,9,56,Male,1,0,,,
28576,2019/2/9,Saturday,Stranger Things,2,10,4,Male,0,1,,,
122516,2019/2/11,Monday,Stranger Things,1,9,14,Female,0,1,,,
122592,2019/2/11,Monday,Stranger Things,2,7,36,Female,1,1,,,
58753,2019/2/9,Saturday,Stranger Things,2,3,26,Male,0,0,,,
67143,2019/2/12,Tuesday,Stranger Things,1,9,42,Female,1,0,,,
55544,2019/2/10,Sunday,Stranger Things,2,10,31,Male,1,1,,,
52602,2019/2/11,Monday,Stranger Things,2,10,18,Female,0,1,,,
29211,2019/2/12,Tuesday,Stranger Things,1,1,10,Female,0,1,,,
96288,2019/2/11,Monday,Stranger Things,1,1,10,Male,0,0,,,
80578,2019/2/10,Sunday,Stranger Things,1,9,35,Female,1,0,,,
39792,2019/2/10,Sunday,Stranger Things,2,2,23,Male,0,0,,,
26308,2019/2/9,Saturday,Stranger Things,2,4,53,Male,1,1,,,
97365,2019/2/11,Monday,Stranger Things,1,1,42,Male,1,0,,,
101588,2019/2/9,Saturday,Stranger Things,1,8,1,Male,0,0,,,
6692,2019/2/12,Tuesday,Stranger Things,1,7,38,Male,1,1,,,
24562,2019/2/11,Monday,Stranger Things,2,10,14,Male,0,1,,,
104710,2019/2/9,Saturday,Stranger Things,2,7,17,Female,0,1,,,
46431,2019/2/11,Monday,Stranger Things,2,7,11,Female,0,1,,,
115091,2019/2/10,Sunday,Stranger Things,2,8,51,Female,1,0,,,
97959,2019/2/12,Tuesday,Stranger Things,1,6,60,Female,1,0,,,
59075,2019/2/12,Tuesday,Stranger Things,2,10,3,Male,0,0,,,
59038,2019/2/11,Monday,Stranger Things,2,2,15,Female,0,1,,,
30502,2019/2/9,Saturday,Stranger Things,2,9,24,Female,0,1,,,
25519,2019/2/10,Sunday,Stranger Things,1,8,12,Female,0,0,,,
91360,2019/2/9,Saturday,Stranger Things,1,5,38,Female,1,1,,,
29397,2019/2/11,Monday,Stranger Things,2,10,27,Female,0,0,,,
3477,2019/2/12,Tuesday,Stranger Things,1,1,26,Male,0,0,,,
41091,2019/2/12,Tuesday,Stranger Things,1,5,20,Female,0,1,,,
44885,2019/2/10,Sunday,Stranger Things,1,7,49,Female,1,0,,,
109994,2019/2/9,Saturday,Stranger Things,2,6,30,Female,1,1,,,
94629,2019/2/9,Saturday,Stranger Things,2,7,60,Male,1,0,,,
75964,2019/2/10,Sunday,Stranger Things,2,4,20,Female,0,1,,,
13104,2019/2/9,Saturday,Stranger Things,2,3,51,Male,1,0,,,
63772,2019/2/10,Sunday,Stranger Things,1,9,56,Female,1,1,,,
124848,2019/2/9,Saturday,Stranger Things,1,8,41,Male,1,0,,,
22293,2019/2/12,Tuesday,Stranger Things,1,2,57,Male,1,1,,,
15111,2019/2/10,Sunday,Stranger Things,2,10,3,Female,0,0,,,
28473,2019/2/12,Tuesday,Stranger Things,2,9,22,Male,0,1,,,
3764,2019/2/10,Sunday,Stranger Things,2,7,10,Female,0,1,,,
48016,2019/2/10,Sunday,Stranger Things,1,2,28,Female,0,0,,,
52000,2019/2/9,Saturday,Stranger Things,2,10,42,Female,1,1,,,
2890,2019/2/9,Saturday,Stranger Things,2,10,60,Female,1,0,,,
45924,2019/2/10,Sunday,Stranger Things,2,1,19,Female,0,1,,,
101131,2019/2/11,Monday,Stranger Things,2,9,2,Male,0,0,,,
7442,2019/2/9,Saturday,Stranger Things,2,10,6,Male,0,1,,,
589,2019/2/12,Tuesday,Stranger Things,1,4,27,Male,0,0,,,
66950,2019/2/10,Sunday,Stranger Things,2,8,46,Male,1,0,,,
98576,2019/2/9,Saturday,Stranger Things,2,9,37,Male,1,1,,,
56166,2019/2/12,Tuesday,Stranger Things,1,4,12,Female,0,0,,,
103914,2019/2/10,Sunday,Stranger Things,1,9,29,Male,0,1,,,
56928,2019/2/10,Sunday,Stranger Things,2,8,57,Female,1,0,,,
22207,2019/2/12,Tuesday,Stranger Things,2,8,27,Female,0,1,,,
21336,2019/2/12,Tuesday,Stranger Things,1,5,22,Female,0,0,,,
79582,2019/2/12,Tuesday,Stranger Things,2,10,11,Male,0,1,,,
112662,2019/2/10,Sunday,Stranger Things,1,3,39,Male,1,0,,,
93243,2019/2/10,Sunday,Stranger Things,1,9,52,Male,1,1,,,
94877,2019/2/11,Monday,Stranger Things,2,1,52,Female,1,0,,,
103999,2019/2/9,Saturday,Stranger Things,1,2,14,Male,0,1,,,
45191,2019/2/10,Sunday,Stranger Things,2,7,25,Male,0,0,,,
116772,2019/2/12,Tuesday,Stranger Things,2,8,58,Female,1,1,,,
107956,2019/2/11,Monday,Stranger Things,2,9,26,Male,0,0,,,
31834,2019/2/12,Tuesday,Stranger Things,1,1,1,Male,0,1,,,
98912,2019/2/9,Saturday,Stranger Things,1,6,47,Female,1,1,,,
67403,2019/2/10,Sunday,Stranger Things,1,8,60,Female,1,1,,,
9697,2019/2/9,Saturday,Stranger Things,1,4,34,Female,1,1,,,
39284,2019/2/10,Sunday,Stranger Things,2,1,30,Female,1,1,,,
15552,2019/2/10,Sunday,Stranger Things,1,3,18,Male,0,1,,,
64109,2019/2/9,Saturday,Stranger Things,2,10,24,Male,0,1,,,
64855,2019/2/11,Monday,Stranger Things,2,4,23,Female,0,1,,,
55382,2019/2/11,Monday,Stranger Things,2,1,60,Male,1,1,,,
44854,2019/2/12,Tuesday,Stranger Things,1,4,38,Female,1,1,,,
6109,2019/2/10,Sunday,Stranger Things,1,5,50,Male,1,1,,,
60545,2019/2/10,Sunday,Stranger Things,2,8,32,Female,1,0,,,
106637,2019/2/9,Saturday,Stranger Things,1,2,53,Female,1,0,,,
20118,2019/2/9,Saturday,Stranger Things,1,3,47,Female,1,1,,,
58169,2019/2/10,Sunday,Stranger Things,2,6,26,Female,0,1,,,
15192,2019/2/12,Tuesday,Stranger Things,2,5,16,Female,0,1,,,
88433,2019/2/9,Saturday,Stranger Things,2,10,28,Female,0,1,,,
59967,2019/2/10,Sunday,Stranger Things,2,9,38,Female,1,0,,,
29976,2019/2/12,Tuesday,Stranger Things,1,8,52,Male,1,1,,,
29700,2019/2/11,Monday,Stranger Things,2,7,8,Female,0,0,,,
104066,2019/2/12,Tuesday,Stranger Things,2,6,4,Male,0,0,,,
10603,2019/2/12,Tuesday,Stranger Things,2,1,39,Male,1,0,,,
26494,2019/2/12,Tuesday,Stranger Things,2,7,50,Female,1,1,,,
29614,2019/2/9,Saturday,Stranger Things,1,9,51,Female,1,1,,,
26206,2019/2/12,Tuesday,Stranger Things,2,5,52,Male,1,1,,,
1820,2019/2/10,Sunday,Stranger Things,2,5,5,Male,0,0,,,
34551,2019/2/12,Tuesday,Stranger Things,2,7,27,Male,0,0,,,
72730,2019/2/11,Monday,Stranger Things,2,9,40,Male,1,1,,,
98075,2019/2/10,Sunday,Stranger Things,2,1,20,Male,0,1,,,
109783,2019/2/10,Sunday,Stranger Things,1,3,12,Female,0,1,,,
57910,2019/2/12,Tuesday,Stranger Things,1,2,37,Female,1,1,,,
2520,2019/2/9,Saturday,Stranger Things,2,4,31,Male,1,0,,,
83836,2019/2/11,Monday,Stranger Things,2,6,53,Female,1,0,,,
32822,2019/2/9,Saturday,Stranger Things,2,5,35,Male,1,0,,,
94014,2019/2/11,Monday,Stranger Things,1,10,22,Female,0,1,,,
21078,2019/2/11,Monday,Stranger Things,2,8,58,Female,1,0,,,
20059,2019/2/11,Monday,Stranger Things,1,9,57,Female,1,0,,,
79779,2019/2/10,Sunday,Stranger Things,1,3,59,Male,1,1,,,
84881,2019/2/9,Saturday,Stranger Things,2,2,59,Male,1,1,,,
33944,2019/2/11,Monday,Stranger Things,2,8,12,Male,0,0,,,
85611,2019/2/10,Sunday,Stranger Things,2,8,51,Male,1,0,,,
85561,2019/2/11,Monday,Stranger Things,1,4,51,Male,1,1,,,
57358,2019/2/9,Saturday,Stranger Things,1,9,28,Female,0,1,,,
104436,2019/2/11,Monday,Stranger Things,2,7,12,Male,0,1,,,
82967,2019/2/9,Saturday,Stranger Things,2,2,52,Female,1,1,,,
87853,2019/2/9,Saturday,Stranger Things,2,3,33,Female,1,0,,,
73038,2019/2/12,Tuesday,Stranger Things,1,4,27,Male,0,0,,,
98254,2019/2/10,Sunday,Stranger Things,1,4,30,Female,1,1,,,
33961,2019/2/10,Sunday,Stranger Things,2,2,5,Male,0,0,,,
109662,2019/2/9,Saturday,Stranger Things,2,3,60,Male,1,1,,,
54280,2019/2/11,Monday,Stranger Things,1,8,9,Male,0,0,,,
74720,2019/2/9,Saturday,Stranger Things,1,9,23,Female,0,1,,,
